cum_step,meta_step,segment,elapsed_train_sec,wallclock_iso,ms_per_step,pElo,nll,loss,pLoss,vLoss,legalMass,pIllM,bn1Mean,gNorm,sae2,eff_alpha,pLogit_mean,pLogit_peak,frozen_file,note,wall_sec,games_fed
1,1,0,46.0,2026-06-01T16:28:18,1623.3,,,6.1836,5.4688,0.7148,0.0033,0.9961,,4.781,,,3.812,,,,,
1000,1000,,1159.8,,,450,,,,,,,,,,,,,,baseline (random-init anchor),,
2001,2001,0,2241.0,2026-06-01T17:04:52,1056.9,,,2.1307,1.6547,0.476,0.9405,0.0655,,1.179,,,14.412,,,,,
2997,2997,0,3271.0,2026-06-01T17:22:02,1024.1,,,2.0978,1.6268,0.471,0.9544,0.0484,,1.093,,,14.886,,,,,
4014,4014,0,4363.0,2026-06-01T17:40:14,1023.5,,,2.3161,1.737,0.5791,0.9698,0.0314,,1.101,,,15.35,,,,,
5006,5006,0,5459.0,2026-06-01T17:58:30,927.7,,,2.4084,1.7914,0.617,0.9699,0.0262,,1.146,,,15.461,,,,,
5997,5997,0,6559.0,2026-06-01T18:16:51,914.0,,,2.3116,1.719,0.5926,0.978,0.0222,,2.024,,,15.723,,,,,
6977,6977,0,7654.0,2026-06-01T18:35:05,1146.6,,,2.2739,1.6916,0.5823,0.9747,0.0203,,1.793,,,15.799,,,,,
7997,7997,0,8806.0,2026-06-01T18:54:17,1096.4,,,2.246,1.6651,0.5809,0.985,0.0189,,2.038,,,15.986,,,,,
9029,9029,0,9896.0,2026-06-01T19:12:27,1001.4,,,2.2516,1.6671,0.5845,0.9772,0.018,,2.187,,,16.123,,,,,
9984,9984,0,,2026-06-01T19:28:44,,,,2.245,1.6544,0.5906,,,,1.318,,,,,,,,
10970,10970,0,11899.0,2026-06-01T19:45:50,998.4,,,2.4389,1.7809,0.658,0.977,0.0174,,2.83,,,16.064,,,,,
12011,12011,0,12930.0,2026-06-01T20:03:01,948.0,,,2.4149,1.7698,0.6451,0.9816,0.0187,,1.344,,,15.664,,,,,
12978,12978,0,,2026-06-01T20:15:17,,,,2.4234,1.7677,0.6557,,,,1.449,,,,,,,,
14014,14014,1,14565.0,2026-06-01T20:54:06,,,,,,,0.8267,0.0,,,,,,,,,,
14967,14967,1,15229.0,2026-06-01T21:05:10,695.3,,,2.376,1.7594,0.6166,0.9904,0.0151,,0.896,,,15.794,,,,,
16034,16034,1,16014.0,2026-06-01T21:18:15,700.4,,,2.3838,1.7634,0.6204,0.9808,0.0138,,0.857,,,16.036,,,,,
17039,17039,1,16740.0,2026-06-01T21:30:20,721.2,,,2.4232,1.7792,0.644,0.9833,0.0135,,1.587,,,15.953,,,,,
17965,17965,1,17405.0,2026-06-01T21:41:25,710.5,,,2.4593,1.7965,0.6628,0.9879,0.0145,,1.411,,,15.781,,,,,
18981,18981,1,18130.0,2026-06-01T21:53:31,704.5,,,2.4066,1.7516,0.655,0.984,0.0157,,1.545,,,15.762,,,,,
19980,19980,1,18920.0,2026-06-01T22:06:41,752.0,,,2.4261,1.7693,0.6568,0.9847,0.0133,,1.695,,,15.947,,,,,
21017,21017,1,19832.0,2026-06-01T22:21:52,754.7,,,2.6084,1.8788,0.7296,0.9877,0.0133,,1.561,,,15.788,,,,,
22019,22019,1,20682.0,2026-06-01T22:36:03,758.8,,,2.5905,1.897,0.6935,0.9819,0.0126,,0.801,,,15.805,,,,,
22966,22966,1,21535.0,2026-06-01T22:50:16,743.7,,,2.6728,1.9148,0.758,0.9775,0.0127,,1.796,,,15.685,,,,,
24027,24027,1,22448.0,2026-06-01T23:05:29,756.6,,,2.6202,1.8792,0.741,0.9901,0.0124,,1.267,,,15.623,,,,,
24987,24987,1,23301.0,2026-06-01T23:19:42,759.1,,,2.6596,1.904,0.7556,0.9858,0.0123,,1.706,,,15.625,,,,,
26032,26032,1,24217.0,2026-06-01T23:34:58,750.1,,,2.6572,1.886,0.7712,0.9903,0.0121,,1.698,,,15.595,,,,,
27012,27012,1,24943.0,2026-06-01T23:47:04,706.9,,,2.6084,1.8971,0.7113,0.987,0.0113,,0.783,,,15.658,,,,,
28027,28027,1,25671.0,2026-06-01T23:59:11,700.4,,,2.656,1.8895,0.7665,0.989,0.0121,,2.092,,,15.476,,,,,
29041,29041,1,26397.0,2026-06-02T00:11:17,692.5,,,2.65,1.8678,0.7822,0.9859,0.0116,,2.039,,,15.59,,,,,
29974,29974,1,27062.0,2026-06-02T00:22:22,690.6,,,2.665,1.8996,0.7654,0.9927,0.0115,,1.985,,,15.578,,,,,
31038,31038,1,27850.0,2026-06-02T00:35:30,700.2,,,2.6886,1.9273,0.7613,0.9843,0.0138,,1.378,,,15.557,,,,,
32002,32002,1,28575.0,2026-06-02T00:47:36,704.7,,,2.8615,2.0767,0.7848,0.9828,0.0135,,0.717,,,15.518,,,,,
32998,32998,1,29302.0,2026-06-02T00:59:42,709.9,,,2.9372,2.1115,0.8257,0.9885,0.012,,1.427,,,15.968,,,,,
34002,34002,1,30030.0,2026-06-02T01:11:50,700.9,,,2.9564,2.1075,0.8489,0.9907,0.0122,,1.902,,,15.925,,,,,
34980,34980,1,30757.0,2026-06-02T01:23:57,699.0,,,2.9621,2.092,0.8701,0.9838,0.0114,,2.575,,,15.967,,,,,
35973,35973,1,31484.0,2026-06-02T01:36:04,710.7,,,2.9471,2.0725,0.8746,0.9859,0.0112,,2.572,,,15.991,,,,,
37037,37037,1,32271.0,2026-06-02T01:49:12,693.2,,,3.0251,2.1306,0.8945,0.9886,0.0111,,2.985,,,15.963,,,,,
37963,37963,1,32938.0,2026-06-02T02:00:18,696.0,,,2.9902,2.1155,0.8747,0.9941,0.0111,,2.344,,,16.021,,,,,
38990,38990,1,33852.0,2026-06-02T02:15:33,726.4,,,2.9918,2.112,0.8798,0.9913,0.0107,,2.596,,,16.014,,,,,
39987,39987,1,,2026-06-02T02:34:00,,,,,,,,,,,,,,,,,,
41024,41024,1,36062.0,2026-06-02T02:52:23,734.1,,,2.8603,2.0235,0.8368,0.9932,0.0102,,2.77,,,16.047,,,,,
42026,42026,1,37106.0,2026-06-02T03:09:48,732.3,,,2.8719,2.0336,0.8383,0.9867,0.01,,2.316,,,16.073,,,,,
43013,43013,1,38151.0,2026-06-02T03:27:12,732.1,,,2.875,2.0074,0.8676,0.9847,0.0096,,3.388,,,16.109,,,,,
44027,44027,1,39196.0,2026-06-02T03:44:37,725.5,,,2.8707,2.0098,0.8609,0.9884,0.0095,,3.259,,,16.128,,,,,
45024,45024,1,40243.0,2026-06-02T04:02:05,723.4,,,2.8612,1.9946,0.8666,0.9928,0.0093,,3.381,,,16.224,,,,,
46013,46013,1,41352.0,2026-06-02T04:20:33,721.8,,,2.8624,1.9993,0.8631,0.9894,0.0093,,2.971,,,16.158,,,,,
46998,46998,1,42460.0,2026-06-02T04:39:02,717.5,,,2.8713,1.9944,0.8769,0.9933,0.009,,3.497,,,16.271,,,,,
47981,47981,1,43693.0,2026-06-02T04:59:34,731.0,,,2.8633,1.9832,0.8801,0.9907,0.0088,,3.499,,,16.306,,,,,
48987,48987,1,44990.0,2026-06-02T05:21:11,724.9,,,2.8914,2.0232,0.8682,0.9851,0.0091,,2.841,,,16.194,,,,,
50020,50020,1,46346.0,2026-06-02T05:43:48,723.6,,,2.9067,2.0446,0.8621,0.9941,0.0091,,3.087,,,16.303,,,,,
50998,50998,1,47710.0,2026-06-02T06:06:32,720.8,,,2.8909,2.0284,0.8625,0.9911,0.0088,,2.966,,,16.339,,,,,
51983,51983,1,49072.0,2026-06-02T06:29:13,718.6,,,2.8746,2.0171,0.8575,0.9931,0.0086,,2.889,,,16.377,,,,,
52984,52984,1,50562.0,2026-06-02T06:54:04,720.9,,,2.9104,2.0435,0.8669,0.9906,0.0088,,2.421,,,16.277,,,,,
53984,53984,1,52113.0,2026-06-02T07:19:55,723.1,,,2.9247,2.0217,0.903,0.9941,0.0085,,3.689,,,16.363,,,,,
55012,55012,1,53667.0,2026-06-02T07:45:49,731.3,,,2.8979,2.0143,0.8836,0.9851,0.0086,,3.207,,,16.322,,,,,
55990,55990,1,55159.0,2026-06-02T08:10:41,719.2,,,2.8955,2.0083,0.8872,0.9943,0.0083,,3.486,,,16.435,,,,,
57018,57018,1,56775.0,2026-06-02T08:37:37,738.5,,,2.8977,1.9887,0.909,0.99,0.008,,3.927,,,16.463,,,,,
57989,57989,1,58399.0,2026-06-02T09:04:41,771.0,,,3.0319,2.0312,1.0007,0.9941,0.0084,,3.903,,,16.367,,,,,
59012,59012,1,60086.0,2026-06-02T09:32:47,732.5,,,2.6599,1.8707,0.7892,0.992,0.0079,,3.166,,,16.409,,,,,
60039,60039,1,61771.0,2026-06-02T10:00:52,716.9,,,2.5874,1.8417,0.7457,0.9906,0.0084,,2.605,,,15.785,,,,,
60985,60985,2,62740.0,2026-06-02T10:34:28,717.0,,,2.5638,1.7945,0.7693,0.9908,0.0077,,3.609,,,15.878,,,,,
62020,62020,2,63526.0,2026-06-02T10:47:33,747.7,,,2.5703,1.7927,0.7776,0.9911,0.0076,,3.285,,,15.809,,,,,
62983,62983,2,64252.0,2026-06-02T10:59:39,740.4,,,2.5833,1.8049,0.7784,0.9936,0.0074,,3.416,,,15.694,,,,,
63988,63988,2,64977.0,2026-06-02T11:11:44,712.8,,,2.5605,1.7909,0.7696,0.9932,0.0073,,2.95,,,15.707,,,,,
64999,64999,2,65702.0,2026-06-02T11:23:50,709.2,,,2.5508,1.7863,0.7645,0.9887,0.0073,,3.026,,,15.623,,,,,
66015,66015,3,74526.0,2026-06-02T14:39:57,726.0,,,2.5573,1.7897,0.7676,0.9936,0.0069,,3.212,,,15.656,,,,,
66960,66960,2,67151.0,2026-06-02T11:47:59,722.4,,,2.5462,1.7781,0.7681,0.9944,0.0069,,3.285,,,15.65,,,,,
68008,68008,2,67937.0,2026-06-02T12:01:05,749.8,,,2.5442,1.7818,0.7624,0.9918,0.0067,,2.592,,,15.602,,,,,
68999,68999,2,68723.0,2026-06-02T12:14:10,791.7,,,2.5685,1.7946,0.7739,0.9936,0.0068,,3.061,,,15.542,,,,,
69969,69969,4,77426.0,2026-06-02T15:31:13,731.2,,,2.6422,1.8214,0.8208,0.9882,0.0065,,3.36,,,15.654,,,,,
70967,70967,4,78214.0,2026-06-02T15:44:21,728.5,,,2.6355,1.8205,0.815,0.994,0.0064,,3.25,,,15.608,,,,,
72016,72016,4,79002.0,2026-06-02T15:57:29,713.8,,,2.6607,1.8278,0.8329,0.9956,0.0062,,3.274,,,15.655,,,,,
73031,73031,4,79667.0,2026-06-02T16:08:34,644.7,,,2.655,1.8296,0.8254,0.9936,0.0062,,3.287,,,15.625,,,,,
73961,73961,4,80270.0,2026-06-02T16:18:37,636.4,,,2.6465,1.8178,0.8287,0.9955,0.0061,,3.176,,,15.633,,,,,
74975,74975,4,80936.0,2026-06-02T16:29:43,646.5,,,2.6414,1.8148,0.8266,0.9954,0.0059,,3.226,,,15.646,,,,,
75998,75998,4,81661.0,2026-06-02T16:41:48,677.6,,,2.632,1.8039,0.8281,0.9918,0.0059,,2.893,,,15.694,,,,,
76991,76991,4,82387.0,2026-06-02T16:53:54,690.7,,,2.6149,1.7908,0.8241,0.9941,0.0058,,3.367,,,15.686,,,,,
78004,78004,4,83051.0,2026-06-02T17:04:58,641.0,,,2.6434,1.8151,0.8283,0.9946,0.0057,,3.116,,,15.664,,,,,
79016,79016,4,83715.0,2026-06-02T17:16:02,640.3,,,2.6377,1.8089,0.8288,0.9938,0.0056,,2.815,,,15.651,,,,,
80022,80022,4,84381.0,2026-06-02T17:27:07,650.0,,,2.6724,1.8296,0.8428,0.9961,0.0056,,3.084,,,15.641,,,,,
81042,81042,4,85045.0,2026-06-02T17:38:11,640.6,,,2.6471,1.8189,0.8282,0.9953,0.0055,,2.606,,,15.65,,,,,
81967,81967,4,85649.0,2026-06-02T17:48:16,637.1,,,2.6355,1.8065,0.829,0.9955,0.0054,,2.813,,,15.656,,,,,
82958,82958,4,86314.0,2026-06-02T17:59:21,668.8,,,2.6502,1.8239,0.8263,0.9962,0.0054,,2.923,,,15.616,,,,,
84033,84033,4,87040.0,2026-06-02T18:11:27,642.1,,,2.6189,1.8,0.8189,0.9942,0.0053,,3.139,,,15.631,,,,,
84988,84988,5,87887.0,2026-06-02T19:42:32,670.1,,,2.6528,1.8169,0.8359,0.9952,0.0053,,2.888,,,15.594,,,,,
86026,86026,5,,2026-06-02T19:54:24,,,,2.6466,1.8182,0.8284,,,,2.726,,,,,,,,
86977,86977,5,89277.0,2026-06-02T20:05:42,706.0,,,2.6509,1.8173,0.8336,0.9967,0.0053,,2.992,,,15.643,,,,,
88025,88025,5,90001.0,2026-06-02T20:17:47,674.8,,,2.6536,1.8223,0.8313,0.9953,0.0052,,2.835,,,15.64,,,,,
88996,88996,5,90667.0,2026-06-02T20:28:52,644.8,,,2.7202,1.8612,0.859,0.9869,0.0053,,2.884,,,15.566,,,,,
89994,89994,5,91331.0,2026-06-02T20:39:56,663.0,,,2.6616,1.8086,0.853,0.9965,0.005,,2.238,,,15.618,,,,,
91017,91017,6,92055.0,2026-06-02T20:55:03,687.6,,,2.6567,1.8106,0.8461,0.9957,0.005,,2.437,,,15.634,,,,,
92015,92015,8,94589.0,2026-06-02T21:42:55,689.8,,,2.6635,1.8159,0.8476,0.9967,0.0049,,2.36,,,15.612,,,,,
92970,92970,8,95252.0,2026-06-02T21:53:59,688.1,,,2.6791,1.827,0.8521,0.9934,0.005,,2.837,,,15.606,,,,,
94008,94008,8,95976.0,2026-06-02T22:06:03,692.1,,,2.6567,1.8058,0.8509,0.9956,0.0048,,2.457,,,15.606,,,,,
94964,94964,8,96642.0,2026-06-02T22:17:09,688.2,,,2.6917,1.8433,0.8484,0.9948,0.0048,,2.522,,,15.601,,,,,
95998,95998,8,97367.0,2026-06-02T22:29:14,690.0,,,2.6804,1.8337,0.8467,0.9942,0.0047,,2.502,,,15.6,,,,,
97024,97024,8,98092.0,2026-06-02T22:41:19,706.3,,,2.6832,1.839,0.8442,0.9952,0.0047,,2.243,,,15.598,,,,,
97972,97972,8,98756.0,2026-06-02T22:52:23,692.2,,,2.6577,1.8109,0.8468,0.9958,0.0046,,2.712,,,15.605,,,,,
99010,99010,8,99482.0,2026-06-02T23:04:29,690.9,,,2.6597,1.8188,0.8409,0.9965,0.0046,,2.631,,,15.603,,,,,
100040,100040,8,100207.0,2026-06-02T23:16:33,691.3,,,2.6632,1.8192,0.844,0.9963,0.0045,,2.582,,,15.599,,,,,
100983,100983,8,100872.0,2026-06-02T23:27:38,692.2,,,2.665,1.8231,0.8419,0.9946,0.0045,,2.551,,,15.591,,,,,
102004,102004,8,101596.0,2026-06-02T23:39:43,705.8,,,2.6676,1.8224,0.8452,0.9967,0.0046,,2.809,,,15.58,,,,,
103018,103018,8,,2026-06-02T23:51:39,,,,2.6477,1.8053,0.8424,,,,2.277,,,,,,,,
103973,103973,8,102987.0,2026-06-03T00:02:54,691.9,,,2.6609,1.8165,0.8444,0.9954,0.0044,,2.527,,,15.553,,,,,
105001,105001,8,103712.0,2026-06-03T00:14:59,690.2,,,2.6763,1.8278,0.8485,0.9969,0.0044,,2.146,,,15.552,,,,,
106029,106029,8,104439.0,2026-06-03T00:27:06,693.6,,,2.6778,1.8266,0.8512,0.9956,0.0044,,2.742,,,15.546,,,,,
106966,106966,8,105104.0,2026-06-03T00:38:11,700.8,,,2.6691,1.8211,0.848,0.9949,0.0043,,2.601,,,15.535,,,,,
107989,107989,8,105831.0,2026-06-03T00:50:18,691.8,,,2.6655,1.8163,0.8492,0.9951,0.0043,,2.403,,,15.53,,,,,
109013,109013,8,106557.0,2026-06-03T01:02:24,691.6,,,2.6714,1.8241,0.8473,0.9958,0.0042,,2.182,,,15.523,,,,,
110039,110039,8,107284.0,2026-06-03T01:14:31,691.0,,,2.6805,1.8289,0.8516,0.9964,0.0042,,2.259,,,15.516,,,,,
110973,110973,8,107950.0,2026-06-03T01:25:36,692.3,,,2.6885,1.8406,0.8479,0.9967,0.0042,,2.727,,,15.514,,,,,
111999,111999,8,108675.0,2026-06-03T01:37:42,691.4,,,2.6615,1.8198,0.8417,0.9971,0.0041,,2.66,,,15.508,,,,,
113018,113018,8,109401.0,2026-06-03T01:49:48,688.1,,,2.6689,1.8147,0.8542,0.9973,0.0041,,2.387,,,15.504,,,,,
114041,114041,8,110127.0,2026-06-03T02:01:54,687.9,,,2.6719,1.821,0.8509,0.9964,0.0041,,2.095,,,15.505,,,,,
114978,114978,8,110793.0,2026-06-03T02:13:00,690.9,,,2.6895,1.8354,0.8541,0.9957,0.0041,,2.652,,,15.5,,,,,
116002,116002,8,111518.0,2026-06-03T02:25:05,688.7,,,2.6825,1.83,0.8525,0.9954,0.004,,2.239,,,15.497,,,,,
117028,117028,8,112244.0,2026-06-03T02:37:11,686.9,,,2.6693,1.8207,0.8486,0.9972,0.004,,2.14,,,15.498,,,,,
118018,118018,8,112971.0,2026-06-03T02:49:18,716.9,,,2.664,1.8259,0.8381,0.9971,0.0039,,2.041,,,15.489,,,,,
119040,119040,8,113697.0,2026-06-03T03:01:24,686.6,,,2.6681,1.8168,0.8513,0.9972,0.0039,,2.214,,,15.48,,,,,
119981,119981,8,114364.0,2026-06-03T03:12:30,686.9,,,2.6764,1.8261,0.8503,0.9954,0.0039,,2.655,,,15.477,,,,,
121002,121002,8,115091.0,2026-06-03T03:24:38,689.1,,,2.6708,1.8276,0.8432,0.9964,0.0039,,2.591,,,15.466,,,,,
122026,122026,8,115816.0,2026-06-03T03:36:43,683.5,,,2.6565,1.8115,0.845,0.9965,0.0038,,2.436,,,15.462,,,,,
123034,123034,8,116542.0,2026-06-03T03:48:49,684.6,,,2.6436,1.8053,0.8383,0.9949,0.0038,,2.231,,,15.458,,,,,
123972,123972,8,117208.0,2026-06-03T03:59:55,686.9,,,2.672,1.8301,0.8419,0.9975,0.0038,,2.526,,,15.449,,,,,
124996,124996,8,117935.0,2026-06-03T04:12:02,684.0,,,2.6777,1.8263,0.8514,0.9966,0.0037,,2.371,,,15.437,,,,,
126021,126021,8,118662.0,2026-06-03T04:24:09,679.7,,,2.6613,1.818,0.8433,0.9961,0.0037,,2.095,,,15.434,,,,,
126960,126960,8,119328.0,2026-06-03T04:35:15,678.0,,,2.6448,1.804,0.8408,0.9968,0.0037,,2.615,,,15.424,,,,,
127973,127973,8,120056.0,2026-06-03T04:47:23,687.7,,,2.6762,1.8215,0.8547,0.9973,0.0037,,2.415,,,15.414,,,,,
128998,128998,8,120784.0,2026-06-03T04:59:31,678.9,,,2.6703,1.827,0.8433,0.9959,0.0037,,2.157,,,15.409,,,,,
130019,130019,8,121510.0,2026-06-03T05:11:37,679.6,,,2.6592,1.8156,0.8436,0.9967,0.0036,,2.194,,,15.403,,,,,
131038,131038,8,122237.0,2026-06-03T05:23:44,676.7,,,2.6565,1.817,0.8395,0.9978,0.0037,,2.237,,,15.388,,,,,
131974,131974,8,122903.0,2026-06-03T05:34:50,676.3,,,2.6374,1.8009,0.8365,0.9961,0.0035,,2.362,,,15.384,,,,,
132963,132963,8,123629.0,2026-06-03T05:46:56,682.4,,,2.9018,1.995,0.9068,0.9953,0.0042,,1.678,,,15.143,,,,,
133988,133988,8,124356.0,2026-06-03T05:59:03,675.1,,,2.9241,2.0217,0.9024,0.9962,0.0039,,1.571,,,15.249,,,,,
135019,135019,8,125084.0,2026-06-03T06:11:11,671.5,,,2.9038,1.9966,0.9072,0.9958,0.0039,,2.184,,,15.295,,,,,
136040,136040,8,125810.0,2026-06-03T06:23:17,671.6,,,2.9047,2.0065,0.8982,0.9968,0.0038,,1.996,,,15.31,,,,,
136976,136976,8,126476.0,2026-06-03T06:34:24,671.7,,,2.9051,2.0069,0.8982,0.9935,0.0037,,2.073,,,15.319,,,,,
137981,137981,8,127204.0,2026-06-03T06:46:31,686.0,,,2.9147,2.0099,0.9048,0.9975,0.0037,,1.873,,,15.342,,,,,
138995,138995,8,127932.0,2026-06-03T06:58:39,673.9,,,2.9106,2.0119,0.8987,0.9955,0.0037,,1.861,,,15.354,,,,,
140015,140015,8,128659.0,2026-06-03T07:10:46,671.5,,,2.9079,2.0087,0.8992,0.9975,0.0036,,2.211,,,15.345,,,,,
141027,141027,8,129387.0,2026-06-03T07:22:54,669.6,,,2.8962,2.0025,0.8937,0.9934,0.0035,,1.653,,,15.344,,,,,
142036,142036,8,130114.0,2026-06-03T07:35:01,673.1,,,2.9002,2.0021,0.8981,0.9969,0.0035,,2.284,,,15.339,,,,,
143029,143029,8,130843.0,2026-06-03T07:47:10,694.4,,,2.9278,2.0231,0.9047,0.9966,0.0035,,1.668,,,15.326,,,,,
144028,144028,8,131572.0,2026-06-03T07:59:19,678.4,,,2.9155,2.0136,0.9019,0.9971,0.0035,,1.983,,,15.317,,,,,
145026,145026,8,132300.0,2026-06-03T08:11:27,676.6,,,2.9049,2.0076,0.8973,0.9974,0.0034,,1.766,,,15.317,,,,,
146005,146005,8,133028.0,2026-06-03T08:23:35,682.3,,,2.9086,2.0107,0.8979,0.9971,0.0034,,2.048,,,15.304,,,,,
147005,147005,8,133757.0,2026-06-03T08:35:44,667.6,,,2.9014,1.9986,0.9028,0.9976,0.0034,,1.886,,,15.293,,,,,
148004,148004,8,134547.0,2026-06-03T08:48:54,719.6,,,2.906,2.0069,0.8991,0.9972,0.0034,,1.911,,,15.289,,,,,
149011,149011,8,135276.0,2026-06-03T09:01:03,667.7,,,2.9007,2.0106,0.8901,0.998,0.0034,,1.764,,,15.285,,,,,
150021,150021,8,136005.0,2026-06-03T09:13:12,665.9,,,2.9097,2.007,0.9027,0.9945,0.0033,,2.106,,,15.276,,,,,
151021,151021,8,136733.0,2026-06-03T09:25:21,665.7,,,2.8919,1.9993,0.8926,0.9962,0.0033,,1.715,,,15.271,,,,,
152025,152025,8,137462.0,2026-06-03T09:37:29,663.1,,,2.9056,2.0021,0.9035,0.9977,0.0033,,2.102,,,15.263,,,,,
153011,153011,9,138190.0,2026-06-03T10:56:15,665.8,,,2.9022,2.0091,0.8931,0.9925,0.0033,,1.759,,,15.232,,,,,
