step,pElo,nll
10025,710.693,12.97938
10055,681.523,13.26988
10079,659.651,13.06367
10104,668.918,13.02973
10128,574.907,12.71625
10153,500.309,13.27432
10177,490.885,13.68404
10202,442.901,13.90217
10226,463.209,13.65918
10251,463.209,13.83678
10280,459.721,14.50032
10304,555.766,14.20242
10329,460.888,13.57377
10353,478.997,12.58491
10378,487.685,11.98355
10402,582.497,14.22286
10427,581.66,14.13246
10452,603.734,14.53691
10476,624.833,14.04552
10501,632.43,14.56498
10525,577.452,14.05593
10555,530.965,14.03
10579,544.936,9.03976
10603,553.086,9.30569
10628,542.182,10.16506
10652,547.671,9.21161
10677,511.489,15.06486
10701,538.479,10.90649
10725,550.388,9.15252
10754,553.086,8.68645
10779,527.151,10.01071
10803,544.936,8.84434
10827,526.192,12.94306
10851,599.725,13.20034
10876,574.907,8.39127
10905,609.291,13.19688
10929,550.388,12.03342
10953,621.762,12.96199
10978,562.828,12.23199
11002,551.289,11.63948
11026,573.202,11.81113
11050,537.548,11.21321
11079,572.347,11.65851
11103,558.428,11.17158
11127,559.312,11.05609
11151,573.202,9.85824
11175,671.037,11.30061
11204,561.074,8.63741
11228,561.074,8.41875
11253,554.874,8.00308
11277,645.838,11.15278
11301,648.042,13.09632
11325,668.918,11.29319
11354,653.15,12.98538
11378,636.936,10.58319
11402,641.405,10.54404
11426,639.92,10.60049
11450,654.601,13.77202
11479,634.688,14.1737
11504,632.43,13.7759
11528,645.102,14.21886
11552,626.361,13.50594
11577,634.688,13.34133
11601,604.532,13.47294
11630,602.935,13.85483
11654,629.404,14.06149
11679,603.734,13.02046
11703,646.574,11.79041
11727,653.876,12.11603
11752,600.529,13.2386
11776,630.919,13.99315
11804,564.575,13.34156
11821,634.688,10.75952
11827,580.822,12.02497
11853,568.91,13.51213
11879,532.858,12.5094
11901,410.252,13.48785
11927,496.153,15.90244
11954,504.416,15.90654
11975,388.668,14.69295
12002,370.05,14.32878
12029,370.05,14.02781
12050,445.361,12.5731
12077,571.491,15.01126
12103,525.23,10.47668
12130,561.952,14.58499
12151,497.197,10.70292
12178,511.489,13.54213
12205,569.772,11.05755
12226,417.087,9.12911
12253,581.66,12.59118
12279,544.02,9.96762
12301,465.513,10.19652
12327,560.194,12.62167
12354,524.265,7.03814
12376,619.447,8.80577
12402,597.303,11.13925
12429,647.308,11.18781
12450,559.312,12.0383
12477,594.054,11.38801
12503,617.122,11.67333
12530,621.762,12.11168
12551,607.71,9.72266
12578,568.91,7.45891
12604,597.303,9.9773
12625,634.688,11.42945
12651,613.222,10.56677
12677,557.543,12.30207
12703,552.188,12.34493
12729,653.876,9.25613
12755,614.005,8.44216
12776,625.597,9.44827
12802,556.655,12.81541
12829,589.137,10.77613
12855,620.992,7.72737
12877,595.681,10.85582
12903,630.919,10.36156
12930,622.532,10.31726
12951,628.645,8.29512
12978,622.532,7.14944
13005,521.356,7.58946
13026,437.917,8.49525
13052,567.181,7.48486
13078,561.074,6.66777
