step,pElo,nll
17776,583.333,3.34085
17802,592.421,13.69819
17826,589.137,4.02466
17852,589.137,13.98599
17876,582.497,3.34247
17902,577.452,4.27
17926,580.822,3.30488
17952,590.782,4.84037
17976,587.486,3.5327
18002,580.822,3.25262
18025,580.822,3.313
18052,553.086,7.1601
18076,575.757,4.01789
18102,556.655,13.67863
18126,583.333,3.43444
18152,583.333,3.53162
18176,589.137,4.45673
18202,585.829,4.47466
18226,579.982,3.36912
18252,514.477,11.01536
18276,573.202,6.38926
18302,571.491,4.48087
18326,578.297,3.3329
18352,537.548,13.91847
18376,578.297,3.88733
18402,520.381,14.14416
18426,569.772,7.001
18452,579.14,3.92366
18476,584.167,6.72301
18502,560.194,5.05405
18526,577.452,5.94461
18552,565.445,10.94818
18576,579.982,4.23032
18602,591.602,6.50648
18626,574.907,3.80148
18652,536.615,14.14077
18676,569.772,13.01538
18702,596.493,3.92788
18726,478.997,16.04992
18752,580.822,3.25262
18776,592.421,4.21249
18802,518.424,15.35263
18826,579.982,3.31596
18852,568.047,6.11249
18875,582.497,3.29519
18902,526.192,14.77096
18926,614.786,9.6921
18952,528.108,14.02444
18976,578.297,4.09256
19002,498.237,14.7196
19026,584.167,3.62812
19052,499.275,11.57806
19076,584.167,3.62708
19102,503.394,12.30013
19126,589.137,3.59775
19152,597.303,15.22673
19176,590.782,3.79723
19203,487.685,13.0279
19226,582.497,3.33152
19250,567.181,7.27447
19276,579.982,3.36488
19300,578.297,4.50451
19326,583.333,3.28178
19353,582.497,3.38068
19377,580.822,3.28652
19400,511.489,10.99686
19427,580.822,3.25606
19451,579.982,3.37884
19477,579.14,4.09159
19501,558.428,10.04542
19527,580.822,3.25262
19551,524.265,13.27697
19577,580.822,3.40556
19601,540.335,15.56951
19627,581.66,3.29321
19651,553.981,15.38217
19677,575.757,4.43369
19701,483.369,15.84141
19727,574.056,3.87828
19751,577.452,15.60221
19777,585.829,3.66453
19801,510.487,14.93084
19827,585.829,3.56721
19851,542.182,7.40188
19877,580.822,3.25262
19901,550.388,8.47231
19928,568.047,4.26073
19951,579.982,3.28768
19975,544.936,8.07505
20001,544.02,13.9943
20028,578.297,3.42682
20051,575.757,3.63844
20078,580.822,3.29042
20101,534.741,12.13712
20128,579.982,3.32146
20151,573.202,3.58011
20175,581.66,6.23511
20202,570.632,4.81295
20226,580.822,3.25262
20252,580.822,3.25598
20276,579.14,3.33785
20302,582.497,3.38962
20325,580.822,3.26344
20352,582.497,3.28205
20376,580.822,3.25262
20402,580.822,3.30936
20426,580.822,3.25262
20452,580.822,3.4002
20476,580.822,3.31035
20502,504.416,15.20347
20526,581.66,3.47583
20553,582.497,8.28485
20577,579.14,4.04206
20600,476.788,15.10502
20627,580.822,3.25262
20651,489.822,13.74494
20677,580.822,3.25262
20701,465.513,16.17203
20728,580.822,3.25262
20751,560.194,15.02181
20778,580.822,3.36938
20802,511.489,12.3437
20825,581.66,3.29186
20852,516.456,14.30492
20876,580.822,3.25597
20902,491.945,13.83765
20926,580.822,3.33401
20953,487.685,13.92219
20976,583.333,3.70327
21003,480.095,13.315
21027,582.497,3.56226
21051,496.153,14.00196
21077,563.702,4.38993
21101,507.464,13.61061
21127,565.445,4.10735
21151,480.095,15.51962
21177,572.347,3.86902
21201,472.326,14.76848
21228,580.822,3.276
21251,456.194,12.46319
21277,582.497,3.34805
21301,353.436,15.58937
21327,580.822,3.42926
21351,466.659,12.48852
21377,582.497,4.93229
21401,400.392,15.73459
21428,583.333,3.41915
21451,494.056,15.86424
21478,581.66,4.04597
21502,518.424,12.71952
21526,556.655,6.8193
21552,487.685,12.91866
21576,567.181,5.72895
21602,503.394,14.97225
21626,563.702,4.94107
21652,471.2,13.76868
21676,585.829,3.67469
21703,574.907,3.70361
21726,580.822,3.42312
21753,581.66,3.35826
21777,490.885,15.21325
21800,579.982,3.25592
21827,579.14,3.4422
21851,565.445,4.97047
21877,579.982,3.28632
21901,581.66,3.55616
21927,580.822,3.25262
21951,566.314,5.33113
21978,580.822,3.25262
22001,488.755,14.26696
22028,553.086,14.27928
22051,487.685,15.0977
22075,580.822,3.25262
22102,580.822,3.25596
22125,592.421,11.14547
22152,570.632,3.97406
22176,574.907,3.76228
22202,578.297,3.7483
22226,561.952,12.38018
22252,512.488,14.6499
22276,580.822,3.26913
22302,582.497,3.69902
22326,580.822,3.25262
22352,502.368,11.7074
22376,584.167,4.0392
22403,539.408,15.272
22426,589.96,4.34519
22453,566.314,8.95412
22477,581.66,3.45153
22500,545.85,8.34884
22527,598.919,7.5546
22550,598.111,4.97615
22576,579.982,3.49129
22602,538.479,13.86559
22626,577.452,3.43554
22653,519.404,14.89878
22676,578.297,3.95772
22703,526.192,11.86172
22727,551.289,10.18587
22750,567.181,14.7635
22777,580.822,3.25262
22800,585.829,3.90723
22827,580.822,3.25262
22851,579.982,3.30962
22877,580.822,3.54803
22901,576.605,3.94783
22928,578.297,3.77923
22951,576.605,4.22901
22978,580.822,3.26278
23002,591.602,4.30196
23025,580.822,3.25262
23052,525.23,14.62913
23076,584.167,3.4224
23102,517.441,11.05209
23126,551.289,6.51089
23152,521.356,15.12643
23176,578.297,3.44346
23202,579.982,12.70169
23226,580.822,3.83984
23253,581.66,3.28218
23276,572.347,3.95707
23303,580.822,3.57936
23327,580.822,3.25262
23350,577.452,3.86447
23377,580.822,3.25262
23400,582.497,3.38884
23427,539.408,13.40005
23451,508.475,15.20955
23477,580.822,3.25262
23501,581.66,3.32834
23527,463.209,15.88483
23551,580.822,3.25262
23578,577.452,3.64434
23601,584.167,3.54322
23628,580.822,3.25262
23651,579.14,3.37676
23678,579.14,4.27841
23701,594.054,4.66276
23728,586.659,3.45124
23751,598.919,13.03323
23775,617.898,13.71062
23802,607.71,6.02573
23825,558.428,12.92509
23852,566.314,13.92611
23877,579.14,3.81135
23903,580.822,3.25262
23926,561.074,5.72379
23953,489.822,14.45857
23976,599.725,5.15813
24003,527.151,13.67022
24027,580.822,3.26278
24050,579.982,3.28126
24077,542.182,12.31655
24100,573.202,11.07098
24127,511.489,15.87431
24150,537.548,12.79161
24177,588.312,4.06634
24200,553.086,8.198
24227,594.868,15.18073
24250,548.579,13.25529
24277,587.486,3.73647
24300,533.8,11.46328
24327,590.782,4.15186
24350,574.056,4.13113
24377,586.659,3.98949
24403,581.66,4.39073
24426,574.907,3.97927
24453,467.8,14.47358
24476,580.822,3.25938
24500,528.108,15.02061
24527,497.197,14.08072
24550,597.303,6.2254
24576,574.056,4.01597
24603,576.605,3.42414
24627,582.497,3.62764
24650,403.246,16.49895
24677,568.047,4.82261
24700,524.265,11.53452
24727,536.615,12.71393
24750,481.19,15.62421
24777,494.056,12.48668
24800,580.822,3.25262
24827,575.757,3.54477
24850,497.197,16.05481
24877,565.445,4.87391
24901,473.447,13.81035
24927,581.66,3.35826
24950,527.151,12.68307
24977,535.679,7.91171
25000,467.8,14.90263
25027,576.605,5.19969
25050,579.982,8.72662
25077,489.822,15.29285
25100,565.445,6.23255
25127,561.074,7.5095
25150,602.134,10.57653
25177,482.282,13.24381
25200,434.124,14.39732
25227,521.356,10.45285
25250,504.416,14.33355
25276,493.002,12.51148
25303,510.487,15.90575
25326,544.02,11.72033
25353,508.475,11.70636
25377,589.96,4.73739
25400,544.936,11.42405
25427,512.488,13.16727
25450,509.482,13.228
25477,529.063,13.09399
25500,551.289,9.24129
25526,490.885,10.57218
25553,504.416,12.4105
25576,555.766,5.63159
25603,576.605,4.52875
25626,481.19,13.53986
25653,508.475,14.12092
25677,578.297,3.36619
25700,516.456,13.07013
25727,586.659,3.67927
25750,524.265,9.15273
25777,544.02,11.26637
25800,517.441,13.46478
25827,486.611,12.77919
25850,579.14,3.29664
25877,584.999,3.57762
25900,514.477,10.21965
25927,579.14,4.37925
25950,494.056,13.05715
25977,576.605,3.96547
26000,554.874,6.60574
26027,573.202,3.99537
26050,558.428,6.06448
26077,579.14,3.61772
26100,573.202,5.08445
26127,580.822,3.51419
26150,556.655,5.96981
26177,522.328,10.25597
26200,580.822,3.25262
26226,569.772,4.1326
26253,517.441,13.0803
26277,579.14,4.21932
26300,529.063,9.09094
26327,566.314,10.02429
26353,547.671,10.02765
26376,537.548,8.59072
26403,569.772,5.14408
26426,543.102,11.45138
26452,553.981,12.66995
26476,555.766,9.22405
26502,574.056,4.56063
26526,579.14,4.70071
26552,570.632,5.12291
26575,574.056,4.50692
26602,579.14,4.5763
26625,574.056,4.50692
26652,580.822,8.14532
26675,574.056,4.51354
26702,576.605,6.6871
26725,586.659,4.49615
26752,522.328,13.10294
26776,581.66,4.674
26802,499.275,11.41127
26826,612.438,4.60564
26852,472.326,14.50985
26875,574.056,4.50692
26902,499.275,12.9047
26925,473.447,12.39103
26952,532.858,11.35279
26976,584.167,3.78069
27002,526.192,11.63943
27026,581.66,3.44293
27052,540.335,8.96448
27075,580.822,3.30271
27102,576.605,4.75796
27126,574.056,5.2287
27152,537.548,7.3253
27176,577.452,3.55546
27202,555.766,7.65526
27226,580.822,3.25262
27252,552.188,5.78535
27276,519.404,13.01133
27302,456.194,12.84225
27326,602.935,3.66536
27353,484.454,11.67683
27376,568.91,9.85604
27403,561.952,6.54464
27426,594.054,4.34804
27453,578.297,8.2402
27476,574.056,3.85418
27503,553.981,7.88261
27527,590.782,12.2475
27550,573.202,4.52048
27577,546.762,8.63947
27603,497.197,15.81291
27627,574.056,4.50692
27653,485.534,14.66587
27677,563.702,4.63219
27700,577.452,3.56218
27726,600.529,7.67995
27753,574.056,8.87374
27776,580.822,3.27626
27803,579.14,5.87555
27826,563.702,5.184
27853,589.96,6.3278
27877,574.907,4.58538
27900,576.605,5.69524
27927,577.452,3.55211
27950,574.056,4.50692
27977,588.312,4.87455
28000,574.056,4.50692
28026,577.452,3.54262
28053,561.952,4.9286
28077,568.91,7.53791
28100,574.056,4.50692
28127,581.66,3.29142
28153,508.475,12.59887
28177,580.822,3.36154
28203,574.056,4.50692
28227,575.757,4.38962
28250,579.14,9.28127
28277,574.056,4.51362
28303,564.575,9.0808
28326,595.681,4.75826
28353,574.056,4.51727
28377,571.491,5.0196
28403,574.056,4.50692
28427,559.312,5.43888
28453,574.056,4.50692
28477,574.907,4.58899
28500,577.452,3.55186
28526,580.822,3.25262
28553,569.772,6.80362
28576,580.822,3.34352
28603,574.056,4.50692
28627,566.314,5.01853
28653,589.137,8.21354
28677,567.181,5.28032
28700,574.056,4.50692
28727,579.14,3.80772
28751,569.772,5.31485
28777,564.575,6.17341
28801,533.8,12.6255
28827,585.829,3.42636
28850,570.632,4.75653
28877,605.328,7.32439
28900,577.452,3.56913
28927,582.497,7.87728
28950,574.056,4.50692
28977,580.822,3.31425
29000,574.056,4.50692
29027,468.938,12.19272
29053,574.056,4.51024
29077,579.982,8.65967
29100,574.056,4.50692
29127,575.757,5.26279
29150,574.056,4.50692
29177,574.056,4.50692
29200,574.056,3.88888
29227,587.486,4.15072
