step,pElo,nll
21277,627.123,3.87574
21302,640.663,3.83435
21327,636.188,3.81925
21352,642.146,3.7983
21377,632.43,3.80342
21401,645.838,3.76353
21426,648.042,3.78079
21451,645.838,3.74328
21476,646.574,3.77782
21500,645.838,3.7676
21526,647.308,3.76611
21551,650.966,3.72924
21576,659.651,3.73582
21601,658.213,3.72642
21626,654.601,3.72549
21651,656.048,3.75251
21675,652.423,3.74651
21701,658.933,3.74087
21725,660.369,3.70399
21750,658.933,3.70385
21775,650.966,3.72251
21800,663.233,3.72782
21825,660.369,3.73242
21850,666.082,3.68511
21877,669.625,3.69484
21902,669.625,3.73357
21926,658.213,3.7315
21951,666.082,3.72286
21976,660.369,3.73313
22001,643.626,3.76161
22026,661.803,3.741
22051,655.325,3.7402
22076,661.086,3.73682
22101,661.803,3.73488
22126,663.233,3.71436
22151,655.325,3.73837
22175,668.918,3.69043
22200,658.213,3.71838
22225,653.15,3.71824
22250,657.492,3.73736
22277,653.15,3.73288
22301,661.086,3.70727
22326,658.933,3.69859
22351,666.082,3.70772
22376,671.742,3.65517
22401,663.946,3.70895
22426,680.135,3.66446
22451,671.742,3.66362
22476,678.744,3.68363
22500,638.43,3.74058
22525,614.005,3.87837
22550,610.08,3.83172
22577,636.188,3.73194
22602,640.663,3.6933
22625,632.43,3.71315
22650,636.188,3.72137
22675,642.146,3.69761
22700,636.188,3.72365
22727,659.651,3.65394
22750,648.042,3.67451
22777,653.876,3.70277
22802,661.086,3.67184
22827,661.086,3.68297
22852,648.042,3.74992
22876,648.042,3.79104
22901,648.774,3.75846
22926,648.774,3.77064
22951,659.651,3.73517
22976,657.492,3.72976
23001,646.574,3.76237
23025,637.683,3.7487
23050,650.236,3.68854
23075,664.659,3.69502
23102,659.651,3.65966
23127,661.086,3.68151
23151,668.211,3.67484
23177,667.502,3.67612
23201,672.445,3.64408
23227,671.037,3.65226
23251,666.792,3.66863
23276,633.183,3.75327
23302,647.308,3.85954
23326,653.15,3.78902
23352,660.369,3.76313
23376,656.771,3.76087
23401,645.838,3.7414
23426,645.838,3.72967
23451,669.625,3.64178
23476,676.651,3.62329
23501,619.447,3.72867
23526,624.067,3.77991
23551,630.162,3.7436
23576,630.162,3.76653
23601,629.404,3.74428
23625,624.833,3.74679
23650,630.919,3.7373
23675,631.675,3.74103
23700,640.663,3.72542
23725,640.663,3.70147
23752,657.492,3.67162
23775,661.086,3.68041
23802,650.236,3.66663
23825,656.771,3.65252
23852,654.601,3.67374
23877,652.423,3.70583
23902,653.876,3.69403
23925,650.966,3.71509
23952,653.876,3.70966
23977,652.423,3.70851
24000,661.803,3.71788
24027,668.211,3.66692
24052,657.492,3.67772
24075,648.774,3.72723
24102,648.042,3.69479
24126,653.876,3.6999
24151,654.601,3.65751
24176,665.371,3.64229
24201,656.771,3.66937
24226,654.601,3.66719
24251,664.659,3.65659
24276,673.85,3.65027
24301,682.216,3.64916
24326,665.371,3.68071
24351,652.423,3.75008
24375,646.574,3.8058
24400,643.626,3.76474
24427,642.887,3.7079
24450,655.325,3.67051
24477,652.423,3.70428
24502,638.43,3.65187
24527,660.369,3.6587
24551,658.933,3.67962
24576,630.162,3.82271
24601,641.405,3.74342
24626,647.308,3.71706
24651,650.236,3.69807
24675,647.308,3.70907
24700,647.308,3.70822
24725,644.364,3.71032
24750,642.146,3.71384
24775,647.308,3.72968
24800,648.774,3.72401
24825,653.15,3.6878
24852,650.236,3.707
24875,656.048,3.71034
24900,662.518,3.6935
24925,663.946,3.70176
24952,658.213,3.72408
24977,656.771,3.70491
25002,658.933,3.64599
25026,658.213,3.68751
25051,680.83,3.61883
25076,658.213,3.67294
25101,667.502,3.61948
25126,605.328,3.65401
25151,633.183,3.81888
25176,642.146,3.81203
25201,637.683,3.77437
25226,632.43,3.78672
25251,648.042,3.76925
25275,651.695,3.74347
25300,645.102,3.75898
25325,641.405,3.80116
25350,653.876,3.75145
25376,658.933,3.75933
25400,652.423,3.8068
25425,658.933,3.77061
25452,664.659,3.74354
25475,653.15,3.74943
25500,663.233,3.74993
25525,661.803,3.75866
25550,660.369,3.72994
25575,658.933,3.73079
25600,659.651,3.72121
25627,661.086,3.74623
25651,661.803,3.71771
25677,663.233,3.68503
25702,669.625,3.67447
25726,672.445,3.67216
25751,666.082,3.74178
25776,643.626,3.79742
25801,630.919,3.802
25826,674.552,3.7862
25851,671.037,3.70429
25876,653.876,3.75511
25901,647.308,3.75182
25926,645.102,3.75977
25952,653.15,3.73948
25977,647.308,3.71752
26002,656.771,3.728
26026,651.695,3.72173
26051,665.371,3.67326
26076,658.213,3.67819
26101,651.695,3.70043
26126,645.102,3.7233
26151,648.042,3.723
26176,670.332,3.66472
26201,671.742,3.69906
26226,671.742,3.73062
26251,673.148,3.73259
26276,662.518,3.6858
26300,651.695,3.63807
26325,620.22,3.86797
26350,629.404,3.81242
26375,639.92,3.77698
26400,633.936,3.81146
26425,641.405,3.78693
26450,641.405,3.77684
26475,636.936,3.77259
26500,641.405,3.77744
26525,637.683,3.79941
26550,644.364,3.76386
26575,645.102,3.77984
26600,627.123,3.82504
26625,618.674,3.84517
26650,627.885,3.77558
26675,630.919,3.79938
26700,630.162,3.80417
26726,644.364,3.75168
26752,640.663,3.76651
26775,640.663,3.74052
26800,648.042,3.73991
26825,648.042,3.75116
26851,657.492,3.72566
26876,656.048,3.72866
26902,645.838,3.74542
26926,663.946,3.70349
26952,663.233,3.70135
26977,665.371,3.67982
27002,670.332,3.71856
