step,pElo,nll
207403,829.686,3.22787
207428,804.24,3.21469
207453,799.443,3.23322
207477,819.1,3.21262
207502,810.802,3.24332
207527,822.05,3.19985
207551,803.042,3.24804
207576,811.396,3.24155
207601,813.772,3.2484
207626,826.167,3.27648
207653,827.928,3.2568
207676,819.1,3.27731
207701,811.991,3.27902
207729,822.05,3.23686
207753,823.816,3.2471
207779,851.755,3.18687
207803,827.341,3.20898
207829,818.509,3.25528
207852,826.755,3.22277
207877,830.272,3.2223
207904,822.639,3.21854
207926,809.016,3.23878
207952,818.509,3.22507
207979,830.857,3.22759
208003,810.207,3.24132
208025,817.918,3.23632
208053,792.208,3.28166
208078,789.786,3.26626
208103,801.844,3.24306
208128,788.573,3.24164
208152,809.016,3.25248
208177,844.246,3.18196
208201,788.573,3.26041
208228,820.281,3.19191
208252,784.924,3.24081
208276,795.229,3.24926
208301,798.842,3.23124
208328,794.022,3.25289
208353,797.639,3.24177
208377,809.611,3.23044
208401,819.1,3.24093
208426,810.207,3.23371
208451,783.095,3.2754
208476,806.033,3.22796
208504,803.641,3.24116
208527,794.022,3.22938
208553,780.039,3.28516
208576,820.871,3.2221
208601,802.443,3.24666
208626,823.816,3.23372
208653,806.63,3.24121
208678,801.244,3.27211
208703,824.404,3.2331
208726,816.143,3.22153
208751,805.435,3.27059
208778,800.044,3.27079
208802,798.842,3.27186
208826,806.63,3.24955
208852,803.641,3.23402
208875,811.396,3.20687
208902,834.363,3.21476
208926,767.719,3.31111
208951,804.24,3.27517
208976,806.033,3.2296
209003,803.042,3.25327
209029,816.143,3.24476
209050,832.027,3.20032
209077,806.033,3.27935
209102,828.514,3.23351
209126,806.63,3.21677
209154,822.05,3.21478
209178,819.1,3.20853
209204,831.442,3.21884
209227,830.857,3.2321
209253,810.207,3.23741
209277,820.281,3.24748
209302,818.509,3.23779
209326,850.026,3.19831
209353,832.027,3.23112
209377,817.326,3.21808
209401,833.779,3.19554
209428,814.365,3.22446
209453,849.449,3.19231
209478,830.857,3.19625
209503,851.755,3.19252
209527,832.611,3.20099
209552,833.195,3.20156
209576,847.139,3.20228
209602,833.779,3.2425
209626,830.857,3.23476
209653,809.016,3.25875
209678,807.823,3.27803
209702,800.644,3.27515
209727,811.991,3.2731
209752,802.443,3.2768
209777,822.05,3.25207
209804,822.639,3.27119
209827,846.561,3.2259
209852,804.24,3.27966
209877,823.227,3.25718
209902,813.772,3.26002
209926,810.802,3.24763
209953,813.178,3.26858
209977,826.755,3.20685
210003,836.695,3.22765
210027,826.167,3.22768
210054,814.365,3.25607
210077,817.326,3.2367
210101,832.611,3.23076
210127,831.442,3.22438
210151,830.272,3.21248
210177,840.185,3.1827
210202,825.58,3.22886
210228,837.277,3.20622
210252,829.686,3.20558
210277,834.946,3.19712
210302,802.443,3.25752
210326,804.838,3.23488
210352,803.042,3.27145
210377,829.1,3.21251
210404,803.641,3.28694
210427,823.227,3.22386
210453,824.992,3.22565
210476,827.341,3.25673
210501,839.604,3.22373
210528,827.928,3.22443
210551,804.24,3.25116
210576,816.735,3.24902
210603,797.639,3.25418
210626,820.871,3.19424
210654,811.991,3.24041
210677,789.179,3.25056
210701,829.686,3.22737
210729,822.05,3.23947
210753,832.027,3.20073
210778,797.037,3.25254
210802,838.441,3.2297
210826,836.695,3.20321
210851,824.992,3.21649
210877,825.58,3.23163
210900,845.404,3.20057
210926,796.435,3.29792
210951,787.358,3.29497
210976,775.13,3.27084
211003,827.341,3.20732
211028,828.514,3.24909
211054,792.813,3.26198
211076,798.842,3.27705
211102,802.443,3.25594
211127,806.033,3.25384
211151,820.281,3.25877
211177,807.227,3.23409
211201,804.838,3.24146
211226,798.241,3.27548
211253,806.63,3.26255
211277,800.044,3.26102
211301,797.037,3.25572
211329,807.823,3.24635
211352,808.42,3.24719
211378,821.46,3.20028
211403,817.326,3.24979
211426,820.281,3.24478
211450,795.229,3.2523
211477,804.838,3.23929
211501,806.033,3.25905
211528,797.037,3.24056
211553,795.832,3.23654
211578,782.484,3.26767
211602,783.705,3.26825
211626,795.832,3.2701
211653,815.551,3.24333
211677,811.396,3.26211
211703,801.844,3.25523
211727,822.05,3.24573
211752,830.857,3.2263
211777,830.272,3.22553
211802,830.272,3.21914
211827,807.227,3.27489
211851,809.611,3.25587
211876,814.365,3.23062
211902,803.641,3.23185
211926,807.823,3.24842
211953,808.42,3.23495
211977,787.358,3.28316
212001,814.958,3.23818
212027,834.946,3.18674
212051,815.551,3.24157
212076,811.991,3.2223
212103,817.918,3.20319
212126,819.1,3.25435
212151,806.033,3.25389
212178,823.227,3.21857
212201,793.418,3.25817
212228,815.551,3.2216
212252,829.1,3.25368
212277,809.611,3.2624
212302,824.404,3.24061
212326,798.241,3.26885
212352,809.016,3.25471
212377,776.359,3.26309
212401,810.802,3.24088
212428,790.998,3.27628
212452,819.1,3.22805
212477,787.965,3.2659
212503,826.167,3.23501
212526,822.05,3.25215
212551,831.442,3.20871
212578,811.991,3.25748
212601,813.772,3.24575
212625,833.779,3.20785
212652,818.509,3.24744
212677,817.918,3.22363
212701,791.603,3.24556
212728,820.871,3.23633
212751,819.1,3.23254
212778,808.42,3.25212
212803,800.044,3.24517
212827,817.918,3.23766
